id,mass,GeoLocation,name,class_met,year_seen
42516,27.35,"(-71.500000, 35.666670)",Yamato 82069,L6,1982
42517,50.58,"(-71.500000, 35.666670)",Yamato 82070,H4,1982
42518,13.89,"(-71.500000, 35.666670)",Yamato 82071,L4,1982
42519,18.79,"(-71.500000, 35.666670)",Yamato 82072,H6,1982
42520,13.29,"(-71.500000, 35.666670)",Yamato 82073,H5,1982
42521,10.06,"(-71.500000, 35.666670)",Yamato 82074,Diogenite,1982
42522,9.23,"(-71.500000, 35.666670)",Yamato 82075,Diogenite,1982
42523,11.38,"(-71.500000, 35.666670)",Yamato 82076,L5,1982
42524,99.54,"(-71.500000, 35.666670)",Yamato 82077,H4,1982
42525,6.17,"(-71.500000, 35.666670)",Yamato 82078,H4,1982
42526,13.95,"(-71.500000, 35.666670)",Yamato 82079,H5,1982
42527,11.62,"(-71.500000, 35.666670)",Yamato 82080,H4,1982
42528,939.27,"(-71.500000, 35.666670)",Yamato 82081,L6,1982
42529,662.28,"(-71.500000, 35.666670)",Yamato 82082,Eucrite-pmict,1982
42530,25.84,"(-71.500000, 35.666670)",Yamato 82083,H5,1982
42531,18.05,"(-71.500000, 35.666670)",Yamato 82084,H4,1982
42532,14.19,"(-71.500000, 35.666670)",Yamato 82085,H5,1982
42533,1.28,"(-71.500000, 35.666670)",Yamato 82086,H4,1982
42534,4.4,"(-71.500000, 35.666670)",Yamato 82087,H4,1982
42535,2.38,"(-71.500000, 35.666670)",Yamato 82088,L7,1982
42536,2.21,"(-71.500000, 35.666670)",Yamato 82089,L6,1982
42537,3.31,"(-71.500000, 35.666670)",Yamato 82090,CM2,1982
42538,108.35,"(-71.500000, 35.666670)",Yamato 82091,Howardite,1982
42539,92.4,"(-71.500000, 35.666670)",Yamato 82092,H4,1982
42540,26.29,"(-71.500000, 35.666670)",Yamato 82093,H5,1982
42541,216.59,"(-71.500000, 35.666670)",Yamato 82094,CO3.5,1982
42542,710.18,"(-71.500000, 35.666670)",Yamato 82095,L3.6,1982
42543,168.51,"(-71.500000, 35.666670)",Yamato 82096,L3.6,1982
42544,1.4,"(-71.500000, 35.666670)",Yamato 82097,L6,1982
42545,94.48,"(-71.500000, 35.666670)",Yamato 82098,CM2,1982
42546,4.93,"(-71.500000, 35.666670)",Yamato 82099,CM2,1982
42547,12.36,"(-71.500000, 35.666670)",Yamato 82100,Ureilite,1982
42548,30.6,"(-71.500000, 35.666670)",Yamato 82101,L6,1982
42549,316.18,"(-71.500000, 35.666670)",Yamato 82102,CK5,1982
42550,87.7,"(-71.500000, 35.666670)",Yamato 82103,CK5,1982
42551,9.83,"(-71.500000, 35.666670)",Yamato 82104,CK5,1982
42552,45.4,"(-71.500000, 35.666670)",Yamato 82105,CK5,1982
42553,28.31,"(-71.500000, 35.666670)",Yamato 82107,H4,1982
42554,0.26,"(-71.500000, 35.666670)",Yamato 82108,LL3,1982
42555,6.31,"(-71.500000, 35.666670)",Yamato 82109,L6,1982
42556,16.66,"(-71.500000, 35.666670)",Yamato 82110,H4,1982
42557,9011,"(-71.500000, 35.666670)",Yamato 82111,H6,1982
42558,9.14,"(-71.500000, 35.666670)",Yamato 82112,H6,1982
42559,8.13,"(-71.500000, 35.666670)",Yamato 82113,H6,1982
42560,0.14,"(-71.500000, 35.666670)",Yamato 82114,L6,1982
42561,1.13,"(-71.500000, 35.666670)",Yamato 82115,L6,1982
42562,32.41,"(-71.500000, 35.666670)",Yamato 82116,H6,1982
42563,4.14,"(-71.500000, 35.666670)",Yamato 82117,H6,1982
42564,3.28,"(-71.500000, 35.666670)",Yamato 82118,H6,1982
42565,6.79,"(-71.500000, 35.666670)",Yamato 82119,H6,1982
42566,4.16,"(-71.500000, 35.666670)",Yamato 82120,H6,1982
42567,3.96,"(-71.500000, 35.666670)",Yamato 82121,H6,1982
42568,1521.8,"(-71.500000, 35.666670)",Yamato 82122,H6,1982
42569,7.99,"(-71.500000, 35.666670)",Yamato 82123,H6,1982
42570,3.88,"(-71.500000, 35.666670)",Yamato 82124,L6,1982
42571,5.38,"(-71.500000, 35.666670)",Yamato 82125,L6,1982
42572,23.45,"(-71.500000, 35.666670)",Yamato 82126,H5,1982
42573,14.96,"(-71.500000, 35.666670)",Yamato 82127,L6,1982
42574,17.15,"(-71.500000, 35.666670)",Yamato 82128,L6,1982
42575,6,"(-71.500000, 35.666670)",Yamato 82129,H6,1982
42576,23.11,"(-71.500000, 35.666670)",Yamato 82130,L5,1982
42577,11.93,"(-71.500000, 35.666670)",Yamato 82131,L6,1982
42578,12.07,"(-71.500000, 35.666670)",Yamato 82132,L6,1982
42579,93.28,"(-71.500000, 35.666670)",Yamato 82133,L3.5,1982
42580,8.9,"(-71.500000, 35.666670)",Yamato 82134,L6,1982
42581,1.13,"(-71.500000, 35.666670)",Yamato 82135,L6,1982
42582,19.7,"(-71.500000, 35.666670)",Yamato 82136,L6,1982
42583,25.05,"(-71.500000, 35.666670)",Yamato 82137,L6,1982
42584,8.8,"(-71.500000, 35.666670)",Yamato 82138,L6,1982
42585,2.68,"(-71.500000, 35.666670)",Yamato 82139,L6,1982
42586,2.1,"(-71.500000, 35.666670)",Yamato 82140,H5-6,1982
42587,2.9,"(-71.500000, 35.666670)",Yamato 82141,L6,1982
42588,5.48,"(-71.500000, 35.666670)",Yamato 82142,L6,1982
42589,9.32,"(-71.500000, 35.666670)",Yamato 82143,L6,1982
42590,60.23,"(-71.500000, 35.666670)",Yamato 82144,L6,1982
42591,26.45,"(-71.500000, 35.666670)",Yamato 82145,L6,1982
42592,1.08,"(-71.500000, 35.666670)",Yamato 82146,L6,1982
42593,25.81,"(-71.500000, 35.666670)",Yamato 82147,L6,1982
42594,5.47,"(-71.500000, 35.666670)",Yamato 82148,L6,1982
42595,15.11,"(-71.500000, 35.666670)",Yamato 82149,L6,1982
42596,9.18,"(-71.500000, 35.666670)",Yamato 82150,L6,1982
42597,5.83,"(-71.500000, 35.666670)",Yamato 82151,L3,1982
42598,7.35,"(-71.500000, 35.666670)",Yamato 82152,L6,1982
42599,67,"(-71.500000, 35.666670)",Yamato 82153,L6,1982
42600,3.11,"(-71.500000, 35.666670)",Yamato 82154,L6,1982
42601,8.15,"(-71.500000, 35.666670)",Yamato 82155,L6,1982
42602,43.51,"(-71.500000, 35.666670)",Yamato 82156,L6,1982
42603,28.67,"(-71.500000, 35.666670)",Yamato 82157,L6,1982
42604,3.92,"(-71.500000, 35.666670)",Yamato 82158,L6,1982
42605,5.04,"(-71.500000, 35.666670)",Yamato 82159,L6,1982
42606,3.08,"(-71.500000, 35.666670)",Yamato 82160,H4,1982
42607,757.56,"(-71.500000, 35.666670)",Yamato 82161,H6,1982
42608,41.73,"(-71.500000, 35.666670)",Yamato 82162,C1/2-ung,1982
42609,3622,"(-71.500000, 35.666670)",Yamato 82163,H6,1982
42610,398.66,"(-71.500000, 35.666670)",Yamato 82164,H4,1982
42611,35.9,"(-71.500000, 35.666670)",Yamato 82165,L6,1982
42612,25.67,"(-71.500000, 35.666670)",Yamato 82166,H4,1982
42613,11.33,"(-71.500000, 35.666670)",Yamato 82167,H4,1982
42614,7.61,"(-71.500000, 35.666670)",Yamato 82168,L6,1982
42615,1.5,"(-71.500000, 35.666670)",Yamato 82169,L6,1982
42616,3.17,"(-71.500000, 35.666670)",Yamato 82170,L6,1982
42617,10.97,"(-71.500000, 35.666670)",Yamato 82171,L6,1982
42618,3.2,"(-71.500000, 35.666670)",Yamato 82172,H6,1982
42619,2.11,"(-71.500000, 35.666670)",Yamato 82173,L6,1982
42620,3.28,"(-71.500000, 35.666670)",Yamato 82174,L6,1982
42621,2.32,"(-71.500000, 35.666670)",Yamato 82175,L6,1982
42622,0.96,"(-71.500000, 35.666670)",Yamato 82176,L6,1982
42623,1122.64,"(-71.500000, 35.666670)",Yamato 82177,H6,1982
42624,884.6,"(-71.500000, 35.666670)",Yamato 82178,L6,1982
42625,56.02,"(-71.500000, 35.666670)",Yamato 82179,LL3.5,1982
42626,30.28,"(-71.500000, 35.666670)",Yamato 82180,LL4,1982
42627,39.84,"(-71.500000, 35.666670)",Yamato 82181,H4,1982
42628,227.64,"(-71.500000, 35.666670)",Yamato 82182,H4,1982
42629,15.6,"(-71.500000, 35.666670)",Yamato 82183,L6,1982
42630,4.79,"(-71.500000, 35.666670)",Yamato 82184,H6,1982
42631,84.49,"(-71.500000, 35.666670)",Yamato 82185,H4,1982
42632,16.48,"(-71.500000, 35.666670)",Yamato 82186,L4,1982
42633,1238.83,"(-71.500000, 35.666670)",Yamato 82187,L6,1982
42634,2581,"(-71.500000, 35.666670)",Yamato 82188,H5,1982
42635,43.59,"(-71.500000, 35.666670)",Yamato 82189,EH-imp melt,1982
42636,1.7,"(-71.500000, 35.666670)",Yamato 82190,LL6,1982
42637,147.52,"(-71.500000, 35.666670)",Yamato 82191,CK6,1982
42638,36.67,"(-71.500000, 35.666670)",Yamato 82192,Lunar (anorth),1982
42639,27.04,"(-71.500000, 35.666670)",Yamato 82193,Lunar (anorth),1982
42640,0.75,"(-71.500000, 35.666670)",Yamato 82194,L6,1982
42641,25.24,"(-71.500000, 35.666670)",Yamato 82195,LL3.7,1982
42642,3.6,"(-71.500000, 35.666670)",Yamato 82196,L6,1982
42643,5.29,"(-71.500000, 35.666670)",Yamato 82197,Eucrite,1982
42644,31.93,"(-71.500000, 35.666670)",Yamato 82198,L6,1982
42645,3.8,"(-71.500000, 35.666670)",Yamato 82199,LL6,1982
42646,3.39,"(-71.500000, 35.666670)",Yamato 82200,H5,1982
42647,2.03,"(-71.500000, 35.666670)",Yamato 82201,LL6,1982
42648,11,"(-71.500000, 35.666670)",Yamato 82202,Eucrite-mmict,1982
42649,7.37,"(-71.500000, 35.666670)",Yamato 82203,H4,1982
42650,6.34,"(-71.500000, 35.666670)",Yamato 82204,H4,1982
42651,8.09,"(-71.500000, 35.666670)",Yamato 82205,H3,1982
42652,1.55,"(-71.500000, 35.666670)",Yamato 82206,L6,1982
42653,1.45,"(-71.500000, 35.666670)",Yamato 82207,L6,1982
42654,5.31,"(-71.500000, 35.666670)",Yamato 82208,H3,1982
42655,46.73,"(-71.500000, 35.666670)",Yamato 82209,Eucrite,1982
42656,36.69,"(-71.500000, 35.666670)",Yamato 82210,Eucrite-pmict,1982
42657,62,"(-71.500000, 35.666670)",Yamato 82211,Diogenite,1982
42658,88.52,"(-71.833330, 35.500000)",Yamato 8301,L6,1983
42659,7.79,"(-71.500000, 35.666670)",Yamato 8302,H4,1983
42660,3.57,"(-71.500000, 35.666670)",Yamato 8303,H5,1983
42661,29.67,"(-71.500000, 35.666670)",Yamato 8304,L6,1983
42662,2.6,"(-71.500000, 35.666670)",Yamato 8305,H5,1983
42663,16.06,"(-71.500000, 35.666670)",Yamato 8306,H5,1983
42664,3.37,"(-71.500000, 35.666670)",Yamato 8307,Achondrite-ung,1983
42665,8.32,"(-71.500000, 35.666670)",Yamato 8308,L6,1983
42666,13.9,"(-71.500000, 35.666670)",Yamato 8309,H4,1983
42667,10.65,"(-71.500000, 35.666670)",Yamato 8310,L6,1983
42668,13.48,"(-71.500000, 35.666670)",Yamato 8311,H5,1983
42669,5.94,"(-71.500000, 35.666670)",Yamato 8312,H5,1983
42670,3.41,"(-71.500000, 35.666670)",Yamato 8313,L6,1983
42671,5.3,"(-71.500000, 35.666670)",Yamato 8314,H5,1983
42672,5.22,"(-71.500000, 35.666670)",Yamato 8315,L6,1983
42673,53.42,"(-71.500000, 35.666670)",Yamato 8316,H4,1983
42674,6.91,"(-71.500000, 35.666670)",Yamato 8317,H4,1983
42675,3.78,"(-71.500000, 35.666670)",Yamato 8318,H4,1983
42676,2.83,"(-71.500000, 35.666670)",Yamato 8319,H4,1983
42677,6.3,"(-71.500000, 35.666670)",Yamato 8320,H4,1983
42678,1.33,"(-71.500000, 35.666670)",Yamato 8321,H4,1983
42679,1.14,"(-71.500000, 35.666670)",Yamato 8322,H4,1983
42680,3.41,"(-71.500000, 35.666670)",Yamato 8323,H4,1983
42681,2.85,"(-71.500000, 35.666670)",Yamato 8324,H4,1983
42682,1.64,"(-71.500000, 35.666670)",Yamato 8325,H5,1983
42683,1.34,"(-71.500000, 35.666670)",Yamato 8326,H5,1983
42684,1.8,"(-71.500000, 35.666670)",Yamato 8327,H5,1983
42685,0.36,"(-71.500000, 35.666670)",Yamato 8328,H5,1983
42686,3.28,"(-71.500000, 35.666670)",Yamato 8329,H5,1983
42687,0.14,"(-71.500000, 35.666670)",Yamato 8330,H5,1983
42688,2.44,"(-71.500000, 35.666670)",Yamato 8331,H5,1983
42689,0.57,"(-71.500000, 35.666670)",Yamato 8332,H5,1983
42690,0.01,"(-71.500000, 35.666670)",Yamato 8333,H5,1983
42691,0.55,"(-71.500000, 35.666670)",Yamato 8334,H3,1983
42692,3.06,"(-71.500000, 35.666670)",Yamato 8335,H4,1983
42693,1.73,"(-71.500000, 35.666670)",Yamato 8336,L6,1983
42694,3.56,"(-71.500000, 35.666670)",Yamato 8337,H4,1983
42695,6.66,"(-71.500000, 35.666670)",Yamato 8338,H4,1983
42696,1.34,"(-71.500000, 35.666670)",Yamato 8339,CO3,1983
42697,11.43,"(-71.500000, 35.666670)",Yamato 8340,L3.7,1983
42698,1.94,"(-71.500000, 35.666670)",Yamato 8341,L3,1983
42699,14.07,"(-71.833330, 35.500000)",Yamato 8401,L6,1984
42700,4.39,"(-71.500000, 35.666670)",Yamato 8402,L4,1984
42701,2.51,"(-71.500000, 35.666670)",Yamato 8403,CM2,1984
42702,10.7,"(-71.500000, 35.666670)",Yamato 8404,EH6,1984
42703,3.38,"(-71.500000, 35.666670)",Yamato 8405,E5,1984
42704,0.12,"(-71.500000, 35.666670)",Yamato 8406,E5,1984
42705,0.38,"(-71.500000, 35.666670)",Yamato 8407,E5,1984
42706,0.02,"(-71.500000, 35.666670)",Yamato 8408,E5,1984
42707,27.66,"(-71.500000, 35.666670)",Yamato 8409,L4,1984
42708,1427.07,"(-71.500000, 35.666670)",Yamato 8410,L5,1984
42709,68.84,"(-71.500000, 35.666670)",Yamato 8411,L3.6,1984
42710,5.63,"(-71.500000, 35.666670)",Yamato 8412,CM2,1984
42711,0.66,"(-71.500000, 35.666670)",Yamato 8413,Eucrite,1984
42712,68.58,"(-71.500000, 35.666670)",Yamato 8414,EH-imp melt,1984
42713,5.17,"(-71.500000, 35.666670)",Yamato 8415,L6,1984
42714,8.18,"(-71.500000, 35.666670)",Yamato 8417,L3,1984
42715,19.22,"(-71.500000, 35.666670)",Yamato 8418,L6,1984
42716,4.77,"(-71.500000, 35.666670)",Yamato 8419,L6,1984
42717,35.83,"(-71.500000, 35.666670)",Yamato 8420,L6,1984
42718,21.08,"(-71.500000, 35.666670)",Yamato 8421,L6,1984
42719,2.24,"(-71.500000, 35.666670)",Yamato 8422,L6,1984
42720,7.9,"(-71.500000, 35.666670)",Yamato 8423,H4,1984
42721,9.46,"(-71.500000, 35.666670)",Yamato 8424,OC,1984
42722,7.4,"(-71.500000, 35.666670)",Yamato 8425,H6,1984
42723,128.05,"(-71.500000, 35.666670)",Yamato 8426,H5,1984
42724,64.14,"(-71.500000, 35.666670)",Yamato 8427,H4,1984
42725,3.65,"(-71.500000, 35.666670)",Yamato 8428,H6,1984
42726,44.81,"(-71.500000, 35.666670)",Yamato 8429,H4,1984
42727,4.5,"(-71.500000, 35.666670)",Yamato 8430,H4,1984
42728,1.35,"(-71.500000, 35.666670)",Yamato 8431,H5,1984
42729,6.07,"(-71.500000, 35.666670)",Yamato 8432,H5,1984
42730,2.76,"(-71.500000, 35.666670)",Yamato 8433,H5,1984
42731,31.38,"(-71.500000, 35.666670)",Yamato 8434,H5,1984
42732,6748,"(-71.500000, 35.666670)",Yamato 8435,L6,1984
42733,3.7,"(-71.500000, 35.666670)",Yamato 8436,H4,1984
42734,1.56,"(-71.500000, 35.666670)",Yamato 8437,H4,1984
42735,1.89,"(-71.500000, 35.666670)",Yamato 8438,H4,1984
42736,60.8,"(-71.500000, 35.666670)",Yamato 8439,H4,1984
42737,4.11,"(-71.500000, 35.666670)",Yamato 8440,H4,1984
42738,2.13,"(-71.500000, 35.666670)",Yamato 8441,H4,1984
42739,4.25,"(-71.500000, 35.666670)",Yamato 8442,H4,1984
42740,6.06,"(-71.500000, 35.666670)",Yamato 8443,H4,1984
42741,0.2,"(-71.500000, 35.666670)",Yamato 8444,H4,1984
42742,4.99,"(-71.500000, 35.666670)",Yamato 8445,H4,1984
42743,88.17,"(-71.500000, 35.666670)",Yamato 8446,H4,1984
42744,5.86,"(-71.500000, 35.666670)",Yamato 8447,H4,1984
42745,53.35,"(-71.500000, 35.666670)",Yamato 8448,Ureilite,1984
42746,14.5,"(-71.500000, 35.666670)",Yamato 8449,CR2,1984
42747,12.12,"(-71.500000, 35.666670)",Yamato 8450,H4,1984
42748,54.86,"(-71.500000, 35.666670)",Yamato 8451,"Pallasite, ungrouped",1984
42749,3.29,"(-71.500000, 35.666670)",Yamato 8452,CM2,1984
42750,10.99,"(-71.500000, 35.666670)",Yamato 8453,H4,1984
42751,13.13,"(-71.500000, 35.666670)",Yamato 8454,H3.5,1984
42752,1.06,"(-71.500000, 35.666670)",Yamato 8455,H4,1984
42753,3.23,"(-71.500000, 35.666670)",Yamato 8456,L6,1984
42754,79.3,"(-71.500000, 35.666670)",Yamato 8457,H5,1984
42755,6.05,"(-71.500000, 35.666670)",Yamato 8458,H5,1984
42756,5.72,"(-71.500000, 35.666670)",Yamato 8459,L6,1984
42757,6.43,"(-71.833330, 35.500000)",Yamato 86001,L6,1986
42758,3.48,"(-71.500000, 35.666670)",Yamato 86002,H5,1986
42759,4.33,"(-71.500000, 35.666670)",Yamato 86003,L6,1986
42760,62.78,"(-71.500000, 35.666670)",Yamato 86004,EH-imp melt,1986
42761,39.07,"(-71.500000, 35.666670)",Yamato 86005,L3,1986
42762,6.47,"(-71.500000, 35.666670)",Yamato 86006,Eucrite,1986
42763,17.93,"(-71.500000, 35.666670)",Yamato 86007,L6,1986
42764,27.64,"(-71.500000, 35.666670)",Yamato 86008,H4,1986
42765,60.69,"(-71.500000, 35.666670)",Yamato 86009,CV3,1986
42766,4.2,"(-71.500000, 35.666670)",Yamato 86010,L6,1986
42767,9.13,"(-71.500000, 35.666670)",Yamato 86011,H5,1986
42768,9.97,"(-71.500000, 35.666670)",Yamato 86012,L6,1986
42769,5.43,"(-71.500000, 35.666670)",Yamato 86013,L6,1986
42770,6.24,"(-71.500000, 35.666670)",Yamato 86014,L6,1986
42771,4.64,"(-71.500000, 35.666670)",Yamato 86015,CM2,1986
42772,9.01,"(-71.500000, 35.666670)",Yamato 86016,H4,1986
42773,15.3,"(-71.500000, 35.666670)",Yamato 86017,H6,1986
42774,18.34,"(-71.500000, 35.666670)",Yamato 86018,L6,1986
42775,12.66,"(-71.500000, 35.666670)",Yamato 86019,L6,1986
42776,8.69,"(-71.500000, 35.666670)",Yamato 86020,L6,1986
42777,7.95,"(-71.500000, 35.666670)",Yamato 86021,L6,1986
42778,4.8,"(-71.500000, 35.666670)",Yamato 86022,L6,1986
42779,4.77,"(-71.500000, 35.666670)",Yamato 86023,L6,1986
42780,4.7,"(-71.500000, 35.666670)",Yamato 86024,L6,1986
42781,4.08,"(-71.500000, 35.666670)",Yamato 86025,L6,1986
42782,2.44,"(-71.500000, 35.666670)",Yamato 86026,L6,1986
42783,2.21,"(-71.500000, 35.666670)",Yamato 86027,L6,1986
42784,3.92,"(-71.500000, 35.666670)",Yamato 86028,C6,1986
42785,11.83,"(-71.500000, 35.666670)",Yamato 86029,CI1,1986
42786,10.72,"(-71.500000, 35.666670)",Yamato 86030,L6,1986
42787,10.29,"(-71.500000, 35.666670)",Yamato 86031,L6,1986
42788,648.43,"(-71.500000, 35.666670)",Yamato 86032,Lunar (anorth),1986
42789,0.65,"(-71.500000, 35.666670)",Yamato 86034,CM2,1986
42790,2.41,"(-71.500000, 35.666670)",Yamato 86035,L6,1986
42791,603.9,"(-71.500000, 35.666670)",Yamato 86036,L5,1986
42792,7.9,"(-71.500000, 35.666670)",Yamato 86037,L6,1986
42793,3.18,"(-71.500000, 35.666670)",Yamato 86038,L6,1986
42794,9.32,"(-71.500000, 35.666670)",Yamato 86039,CM2,1986
42795,1.69,"(-71.500000, 35.666670)",Yamato 86040,L6,1986
42796,1.5,"(-71.500000, 35.666670)",Yamato 86041,L6,1986
42797,12.2,"(-71.500000, 35.666670)",Yamato 86042,L6,1986
42798,2.2,"(-71.500000, 35.666670)",Yamato 86043,H5,1986
42799,4.65,"(-71.500000, 35.666670)",Yamato 86044,L6,1986
42800,2.59,"(-71.500000, 35.666670)",Yamato 86045,L6,1986
42801,26.32,"(-71.500000, 35.666670)",Yamato 86046,L6,1986
42802,1.54,"(-71.500000, 35.666670)",Yamato 86047,L3,1986
42803,6.05,"(-71.500000, 35.666670)",Yamato 86048,Eucrite-pmict,1986
42804,6.73,"(-71.500000, 35.666670)",Yamato 86049,L6,1986
42805,2.35,"(-71.500000, 35.666670)",Yamato 86050,H6,1986
42806,889.29,"(-71.500000, 35.666670)",Yamato 86051,H4,1986
42807,23.8,"(-71.500000, 35.666670)",Yamato 86052,H4,1986
42808,19.53,"(-71.500000, 35.666670)",Yamato 86053,L6,1986
